id,estado,motivo,dimensiones_normalizada,guardada,frente_detectado,espalda_detectada
AIM-P003-155.jpg,ok,logo separado de bloque ancho x[15:115],484x354,ok-saved,si,si
AIM-P003-156.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=400",540x357,ok-saved,si,si
AIM-P003-157.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",544x352,ok-saved,si,si
AIM-P003-158.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=400",548x352,ok-saved,si,si
AIM-P003-159.jpg,ok,"logo separado de bloque ancho x[91:703] | frente/espalda fusionados, separados en x=2407",700x455,ok-saved,si,si
AIM-P003-160.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=398",545x352,ok-saved,si,si
AIM-P003-161.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P003-162.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",544x352,ok-saved,si,si
AIM-P003-163.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P003-164.jpg,dudoso,logo separado de bloque ancho x[92:704] | espalda no distinguible del fondo (revisar),614x700,ok-saved,si,no
AIM-P003-165.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=400",543x352,ok-saved,si,si
AIM-P003-166.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",546x352,ok-saved,si,si
AIM-P003-167.jpg,ok,"logo separado de bloque ancho x[16:132] | frente/espalda fusionados, separados en x=453",618x402,ok-saved,si,si
AIM-P003-168.jpg,ok,"logo separado de bloque ancho x[14:115] | frente/espalda fusionados, separados en x=395",545x352,ok-saved,si,si
AIM-P003-169.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",550x352,ok-saved,si,si
AIM-P003-170.jpg,ok,"logo separado de bloque ancho x[92:704] | frente/espalda fusionados, separados en x=2407",700x455,ok-saved,si,si
AIM-P003-171.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",546x352,ok-saved,si,si
